0.13319,-2.3458
0.62712,0.17085
-0.0035839,-0.85124
0.34746,-0.35264
-0.82419,-1.277
-0.33992,-0.38676
-0.26834,1.9194
-0.99259,0.35194
0.56159,-0.22317
-2.5501,0.032554
0.41737,-0.91283
-0.48779,-0.87807
-0.40469,-1.5492
-1.4105,0.41467
1.2441,0.84615
-0.34952,-0.023208
0.13223,-0.95909
-1.8007,1.8249
-0.63484,0.38657
-0.68034,1.1776
-1.1935,-0.92231
1.6948,0.44151
-1.2665,0.31316
0.17399,0.69764
1.5628,0.25174
1.4039,0.6588
-0.1627,0.4995
2.7583,-0.50789
-1.8334,-0.62491
-0.7557,0.76593
-0.73312,-0.30275
0.56013,-2.0321
-1.6944,-0.71175
0.37697,-0.14148
-0.32041,1.5104
-1.4528,0.59993
-0.30332,-0.31198
-0.30408,-0.36936
-1.5122,-0.055317
-0.58406,0.52696
-0.12152,2.1665
1.1129,-0.041247
-0.47686,-0.71295
-1.075,0.80149
1.4653,-0.26533
-0.87787,0.16343
0.26429,1.5587
0.31294,0.6996
-0.21764,-0.59959
1.0803,0.23999
-1.5888,0.23238
-0.23117,-0.13739
-0.66119,0.37689
1.3255,1.6979
1.2716,1.0278
1.5043,-0.97385
0.29121,0.030474
2.182,0.033082
-0.11873,-0.18396
0.10296,-0.2412
-1.8683,-1.2399
1.4508,0.13962
-0.18257,2.2754
-0.43684,0.18816
-0.67524,1.0008
0.57015,-1.2135
-0.27397,1.2577
-0.24853,0.20008
-0.010118,1.2752
1.6269,1.1302
0.58402,-0.89012
1.8992,-0.092313
0.036434,0.91743
1.0697,-0.88182
0.48808,2.0721
0.89376,-0.21883
0.56518,-2.2685
-0.4971,-0.084693
0.55433,0.39335
0.43222,-1.5685
-0.29945,0.55711
-1.0127,-0.45718
-0.59874,0.54286
0.54758,-2.0542
1.6798,-0.73193
-0.98056,-0.20016
1.654,0.83707
-1.9315,-0.94067
0.024197,-0.66358
-0.56978,0.94782
0.34772,-1.6793
1.8347,0.96659
-0.84349,-1.7056
0.2592,-1.1088
-1.2012,1.5716
1.584,-1.9055
0.077822,0.59985
0.24039,-0.62639
1.0848,-0.45539
1.3494,0.78241
-1.0048,0.63186
0.47059,0.38095
-1.3325,-0.58337
-0.62838,-0.55013
0.81995,-1.2268
0.77414,0.17637
-0.26972,1.1705
-0.41021,0.12718
0.64573,0.43987
-1.3296,-1.0094
0.55856,-0.75002
-0.16681,-0.11572
-0.17169,-0.33526
0.1949,-1.4562
-0.040037,0.73021
0.065291,-1.1627
1.0984,-1.7903
-0.0028386,-1.04
1.0623,-1.0801
-0.65047,0.10431
0.71551,-0.9701
-0.64783,-1.6186
-1.3534,0.3081
-1.3041,0.80377
-0.20416,1.5153
1.3056,2.0606
2.181,0.56984
2.3606,-0.98901
1.1232,-1.0045
0.64995,-0.28328
-0.2507,-0.013255
1.6548,-1.079
-0.10845,1.2647
-1.9693,1.4662
-0.36749,-0.0089834
-0.5063,0.10295
-0.34413,0.50118
-0.49395,-0.98249
-1.5775,-0.10946
0.58046,0.59837
-0.50396,0.041151
0.8332,2.0416
-0.78362,1.658
-1.5208,0.77756
-0.15925,0.49363
1.0694,2.627
-0.028725,-0.39302
-1.2696,0.30412
-0.55181,0.46364
-1.0622,-0.086369
0.09113,-0.58285
-0.031996,0.94059
0.55735,-0.21556
0.2397,0.00073991
0.54963,-1.7479
-0.019471,-0.88307
-2.4042,-0.0093191
0.20326,-0.83792
-1.1233,-2.0252
0.69163,1.4332
0.86416,-0.05911
-1.522,-0.19987
1.5472,-0.88116
-0.90651,0.38785
-0.137,-0.42493
1.6785,1.4938
-0.35682,0.7991
-0.96577,-0.068749
-0.2045,0.14707
-0.66916,0.11784
0.14167,0.4438
-0.49531,-1.268
0.12499,-1.6659
-0.7382,0.078317
-1.7455,0.1616
1.2914,-0.51566
0.44757,-0.10358
-1.8075,-0.53396
-0.53326,2.1917
0.11975,-0.49276
-0.35175,-1.5016
2.2432,0.50193
0.50272,1.0938
-0.74075,1.0228
-1.0637,0.71993
1.3435,0.051918
2.0351,-3.2982
1.6773,-1.6802
0.12593,-0.09894
-1.1875,0.30865
0.36084,0.095753
-1.0591,0.44838
-0.48872,-0.61822
1.1719,0.42159
0.63073,2.0458
-0.60137,0.080826
-0.80019,-1.3958
1.5848,0.97367
